Index,Case_Name,i_h2i_rate,i_h2_temp,i_ngi_rate,i_ng_temp,i_pci_rate,i_wpi_rate,i_sgi_rate,i_sgi_COH2ratio,i_sgi_ReProRatio,i_o2_volfract,i_hbtemp,i_wind_rt,i_blastH2O,i_BdnH2O,o_tuy_velo,o_tuy_temp,o_burn,o_fta,o_coke_rt,o_hmt,o_delp,o_tgt,o_co_vf,o_co2_vf,o_h2_vf,o_n2_vf,o_co_util,o_h2_util,o_co2_sollos,o_h2o_sollos,o_feo_sollos,o_hm_rt,o_mw_rt,o_wf_rt,o_hm_h2share,o_mw_h2share,o_wf_h2share,o_prod_rt
779,H2-0_PCI-70_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1600_WR-230,0,0,0,300,70,0,0,0,0,24,1600,230,5.8,7,0,0,0,2.33E+03,4.51E+02,2000.40,1.45E+05,9.66E+01,2.38E-01,2.39E-01,2.07E-02,5.02E-01,5.01E+01,4.64E+01,3.88E+01,6.56E+00,56.946515,2.55E+02,5.51E+02,1.59E+03,7.60E+00,6.30E+00,2.61E+01,8.46E+03
780,H2-0_PCI-0_WPI-0_NG-80_O2-27_NGT-300_H2T-0_HBT-1480_WR-230,0,0,80,300,0,0,0,0,0,27,1480,230,5.8,7,0,0,0,2.38E+03,4.55E+02,2103.63,1.31E+05,9.67E+01,2.33E-01,2.40E-01,5.76E-02,4.69E-01,5.07E+01,4.57E+01,2.65E+01,1.31E+01,37.135886,2.56E+02,5.53E+02,1.58E+03,2.10E+01,1.21E+01,4.25E+01,8.48E+03
781,H2-0_PCI-200_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1600_WR-230,0,0,0,300,200,0,0,0,0,24,1600,230,5.8,7,0,0,0,2.17E+03,3.51E+02,1497.19,1.70E+05,9.67E+01,2.30E-01,2.49E-01,3.56E-02,4.86E-01,5.20E+01,4.91E+01,3.75E+01,1.22E+01,50.546333,2.95E+02,6.38E+02,1.88E+03,1.40E+01,9.38E+00,3.97E+01,9.79E+03
782,H2-0_PCI-0_WPI-0_NG-60_O2-27_NGT-300_H2T-0_HBT-1480_WR-230,0,0,60,300,0,0,0,0,0,27,1480,230,5.8,7,0,0,0,2.47E+03,4.72E+02,2199.84,1.26E+05,9.69E+01,2.37E-01,2.43E-01,4.65E-02,4.74E-01,5.06E+01,4.52E+01,2.79E+01,1.07E+01,41.183656,2.53E+02,5.46E+02,1.57E+03,1.65E+01,1.07E+01,3.76E+01,8.38E+03
783,H2-10_PCI-0_WPI-0_NG-80_O2-27_NGT-300_H2T-300_HBT-1480_WR-195,10,300,80,300,0,0,0,0,0,27,1480,195,5.8,7,0,0,0,2.19E+03,4.23E+02,1678.44,1.06E+05,9.72E+01,2.22E-01,2.32E-01,9.37E-02,4.53E-01,5.11E+01,4.47E+01,1.93E+01,1.64E+01,32.87395,2.28E+02,4.91E+02,1.34E+03,3.43E+01,1.51E+01,5.16E+01,7.53E+03
784,H2-0_PCI-120_WPI-0_NG-30_O2-21_NGT-300_H2T-0_HBT-1480_WR-230,0,0,30,300,120,0,0,0,0,21,1480,230,5.8,7,0,0,0,2.32E+03,3.52E+02,1079.48,1.63E+05,9.76E+01,2.09E-01,2.36E-01,4.27E-02,5.12E-01,5.30E+01,4.87E+01,3.41E+01,1.30E+01,55.752641,2.84E+02,6.13E+02,1.80E+03,1.62E+01,1.12E+01,4.36E+01,9.40E+03
785,H2-0_PCI-40_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1480_WR-230,0,0,60,300,40,0,0,0,0,21,1480,230,5.8,7,0,0,0,2.19E+03,3.77E+02,1107.84,1.59E+05,9.77E+01,2.03E-01,2.33E-01,4.97E-02,5.14E-01,5.34E+01,4.78E+01,3.06E+01,1.32E+01,55.7441,2.78E+02,6.01E+02,1.74E+03,1.90E+01,1.19E+01,4.57E+01,9.22E+03
786,H2-0_PCI-70_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1480_WR-230,0,0,0,300,70,0,0,0,0,24,1480,230,5.8,7,0,0,0,2.26E+03,4.54E+02,1840.75,1.49E+05,9.83E+01,2.40E-01,2.36E-01,2.08E-02,5.03E-01,4.96E+01,4.62E+01,3.95E+01,6.60E+00,56.574513,2.53E+02,5.46E+02,1.57E+03,7.49E+00,6.30E+00,2.60E+01,8.38E+03
787,H2-0_PCI-90_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1200_WR-195,0,0,0,300,90,0,0,0,0,21,1200,195,5.8,7,0,0,0,2.02E+03,3.98E+02,862.69,1.13E+05,9.86E+01,2.16E-01,2.33E-01,2.59E-02,5.26E-01,5.19E+01,4.63E+01,3.60E+01,8.44E+00,62.36046,2.17E+02,4.70E+02,1.33E+03,1.03E+01,7.61E+00,3.15E+01,7.20E+03
788,H2-0_PCI-90_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1600_WR-230,0,0,0,300,90,0,0,0,0,24,1600,230,5.8,7,0,0,0,2.28E+03,4.33E+02,1903.08,1.49E+05,9.87E+01,2.37E-01,2.40E-01,2.31E-02,5.00E-01,5.04E+01,4.71E+01,3.85E+01,7.53E+00,56.09371,2.62E+02,5.65E+02,1.64E+03,8.70E+00,7.00E+00,2.88E+01,8.68E+03
789,H2-0_PCI-60_WPI-0_NG-40_O2-21_NGT-300_H2T-0_HBT-1480_WR-230,0,0,40,300,60,0,0,0,0,21,1480,230,5.8,7,0,0,0,2.27E+03,3.89E+02,1200.06,1.58E+05,9.89E+01,2.14E-01,2.27E-01,4.15E-02,5.17E-01,5.15E+01,4.79E+01,3.47E+01,1.27E+01,56.477797,2.68E+02,5.80E+02,1.69E+03,1.55E+01,1.14E+01,4.24E+01,8.89E+03
790,H2-0_PCI-200_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1480_WR-230,0,0,0,300,200,0,0,0,0,24,1480,230,5.8,7,0,0,0,2.13E+03,3.52E+02,1342.19,1.73E+05,9.90E+01,2.31E-01,2.48E-01,3.54E-02,4.86E-01,5.18E+01,4.92E+01,3.81E+01,1.24E+01,49.983683,2.94E+02,6.36E+02,1.87E+03,1.40E+01,9.44E+00,3.99E+01,9.76E+03
791,H2-0_PCI-0_WPI-0_NG-120_O2-30_NGT-300_H2T-0_HBT-1200_WR-195,0,0,120,300,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.09E+03,4.30E+02,1727.60,1.02E+05,9.91E+01,2.36E-01,2.38E-01,9.41E-02,4.32E-01,5.02E+01,4.27E+01,1.58E+01,1.33E+01,27.93542,2.23E+02,4.81E+02,1.36E+03,3.20E+01,1.44E+01,4.77E+01,7.38E+03
792,H2-0_PCI-0_WPI-0_NG-150_O2-30_NGT-300_H2T-0_HBT-1480_WR-195,0,0,150,300,0,0,0,0,0,30,1480,195,5.8,7,0,0,0,2.12E+03,3.89E+02,1710.36,1.12E+05,9.91E+01,2.31E-01,2.42E-01,1.08E-01,4.19E-01,5.12E+01,4.50E+01,1.58E+01,1.48E+01,30.47976,2.47E+02,5.32E+02,1.47E+03,3.74E+01,1.59E+01,5.38E+01,8.16E+03
793,H2-20_PCI-0_WPI-0_NG-70_O2-24_NGT-300_H2T-300_HBT-1480_WR-195,20,300,70,300,0,0,0,0,0,24,1480,195,5.8,7,0,0,0,2.03E+03,3.91E+02,1282.74,1.30E+05,9.91E+01,1.98E-01,2.15E-01,1.13E-01,4.75E-01,5.20E+01,4.59E+01,1.39E+01,1.67E+01,33.05145,2.25E+02,4.85E+02,1.34E+03,4.19E+01,1.87E+01,6.09E+01,7.43E+03
794,H2-40_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-600_HBT-1480_WR-195,40,600,0,0,0,0,0,0,0,21,1480,195,5.8,7,0,0,0,2.12E+03,4.02E+02,1059.88,1.19E+05,9.92E+01,1.79E-01,2.00E-01,1.19E-01,5.02E-01,5.28E+01,4.69E+01,1.36E+01,1.89E+01,30.72203,2.21E+02,4.76E+02,1.32E+03,4.54E+01,2.12E+01,6.56E+01,7.31E+03
795,H2-0_PCI-0_WPI-0_NG-41_O2-24_NGT-300_H2T-0_HBT-1200_WR-160,0,0,41,300,0,0,0,0,0,24,1200,160,5.8,7,0,0,0,2.13E+03,4.79E+02,1539.32,6.38E+04,9.94E+01,2.17E-01,2.22E-01,4.91E-02,5.11E-01,5.06E+01,4.27E+01,2.10E+01,1.05E+01,42.15588,1.49E+02,3.22E+02,8.43E+02,2.00E+01,1.08E+01,3.51E+01,4.93E+03
796,H2-0_PCI-0_WPI-0_NG-60_O2-24_NGT-300_H2T-0_HBT-1600_WR-195,0,0,60,300,0,0,0,0,0,24,1600,195,5.8,7,0,0,0,2.37E+03,4.42E+02,1966.31,9.01E+04,9.95E+01,2.15E-01,2.32E-01,5.42E-02,4.99E-01,5.19E+01,4.43E+01,2.45E+01,1.21E+01,45.17006,2.06E+02,4.44E+02,1.24E+03,2.10E+01,1.14E+01,4.14E+01,6.82E+03
797,H2-0_PCI-70_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1200_WR-195,0,0,0,300,70,0,0,0,0,21,1200,195,5.8,7,0,0,0,2.05E+03,4.15E+02,953.68,1.08E+05,1.01E+02,2.14E-01,2.33E-01,2.30E-02,5.30E-01,5.20E+01,4.54E+01,3.52E+01,6.99E+00,63.40276,2.12E+02,4.58E+02,1.30E+03,8.92E+00,6.87E+00,2.81E+01,7.03E+03
798,H2-0_PCI-125_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1600_WR-230,0,0,0,300,125,0,0,0,0,24,1600,230,5.8,7,0,0,0,2.22E+03,4.11E+02,1745.62,1.55E+05,1.01E+02,2.44E-01,2.34E-01,2.76E-02,4.94E-01,4.90E+01,4.77E+01,2.84E+01,6.56E+00,69.514887,2.69E+02,5.80E+02,1.68E+03,1.03E+01,8.02E+00,3.38E+01,8.89E+03
799,H2-0_PCI-0_WPI-0_NG-100_O2-24_NGT-300_H2T-0_HBT-1200_WR-160,0,0,100,300,0,0,0,0,0,24,1200,160,5.8,7,0,0,0,1.87E+03,3.78E+02,1122.60,8.78E+04,1.02E+02,1.94E-01,2.17E-01,9.66E-02,4.92E-01,5.28E+01,4.42E+01,1.29E+01,1.53E+01,25.897417,1.64E+02,3.54E+02,9.64E+02,3.77E+01,1.62E+01,5.41E+01,5.43E+03
800,H2-0_PCI-70_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1480_WR-195,0,0,0,300,70,0,0,0,0,21,1480,195,5.8,7,0,0,0,2.17E+03,4.21E+02,1368.64,1.11E+05,1.02E+02,2.22E-01,2.25E-01,2.34E-02,5.29E-01,5.03E+01,4.46E+01,3.57E+01,6.92E+00,65.84122,2.09E+02,4.51E+02,1.28E+03,8.69E+00,6.79E+00,2.82E+01,6.93E+03
801,H2-0_PCI-90_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1200_WR-230,0,0,0,300,90,0,0,0,0,24,1200,230,5.8,7,0,0,0,2.12E+03,4.39E+02,1347.73,1.55E+05,1.03E+02,2.42E-01,2.35E-01,2.36E-02,5.00E-01,4.93E+01,4.63E+01,3.90E+01,7.49E+00,56.76473,2.57E+02,5.55E+02,1.60E+03,8.49E+00,6.99E+00,2.86E+01,8.51E+03
802,H2-30_PCI-0_WPI-0_NG-60_O2-24_NGT-300_H2T-300_HBT-1480_WR-195,30,300,60,300,0,0,0,0,0,24,1480,195,5.8,7,0,0,0,1.99E+03,3.82E+02,1159.73,1.32E+05,1.03E+02,1.91E-01,2.09E-01,1.29E-01,4.71E-01,5.23E+01,4.65E+01,1.18E+01,1.69E+01,26.07736,2.29E+02,4.95E+02,1.38E+03,4.73E+01,2.10E+01,6.42E+01,7.59E+03
803,H2-0_PCI-175_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1200_WR-195,0,0,0,300,175,0,0,0,0,21,1200,195,5.8,7,0,0,0,1.99E+03,3.29E+02,565.25,1.31E+05,1.03E+02,2.16E-01,2.35E-01,3.75E-02,5.11E-01,5.21E+01,4.82E+01,3.44E+01,1.23E+01,60.287655,2.40E+02,5.18E+02,1.49E+03,1.56E+01,9.99E+00,4.17E+01,7.95E+03
804,H2-0_PCI-200_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1200_WR-230,0,0,0,300,200,0,0,0,0,24,1200,230,5.8,7,0,0,0,2.05E+03,3.52E+02,977.92,1.74E+05,1.03E+02,2.32E-01,2.47E-01,3.54E-02,4.86E-01,5.16E+01,4.92E+01,3.64E+01,1.18E+01,52.106052,2.94E+02,6.35E+02,1.87E+03,1.41E+01,9.56E+00,4.03E+01,9.74E+03
805,H2-0_PCI-0_WPI-0_NG-41_O2-21_NGT-300_H2T-0_HBT-1480_WR-160,0,0,41,300,0,0,0,0,0,21,1480,160,5.8,7,0,0,0,2.19E+03,4.49E+02,1588.04,6.04E+04,1.03E+02,1.97E-01,2.16E-01,4.83E-02,5.38E-01,5.22E+01,4.46E+01,2.38E+01,1.23E+01,47.13969,1.47E+02,3.17E+02,8.32E+02,2.13E+01,1.13E+01,3.91E+01,4.86E+03
806,H2-0_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1600_WR-160,0,0,60,300,0,0,0,0,0,21,1600,160,5.8,7,0,0,0,2.16E+03,4.11E+02,1529.25,6.61E+04,1.04E+02,1.96E-01,2.12E-01,6.52E-02,5.27E-01,5.20E+01,4.33E+01,2.16E+01,1.47E+01,44.18637,1.56E+02,3.38E+02,9.08E+02,2.72E+01,1.31E+01,4.67E+01,5.19E+03
807,H2-0_PCI-0_WPI-0_NG-100_O2-27_NGT-300_H2T-0_HBT-1600_WR-230,0,0,100,300,0,0,0,0,0,27,1600,230,5.8,7,0,0,0,2.37E+03,4.39E+02,2105.39,1.42E+05,1.04E+02,2.36E-01,2.32E-01,6.95E-02,4.62E-01,4.96E+01,4.46E+01,2.51E+01,1.46E+01,37.708827,2.61E+02,5.64E+02,1.61E+03,2.39E+01,1.37E+01,4.60E+01,8.65E+03
808,H2-0_PCI-40_WPI-0_NG-10_O2-21_NGT-300_H2T-0_HBT-1480_WR-195,0,0,10,300,40,0,0,0,0,21,1480,195,5.8,7,0,0,0,2.41E+03,4.41E+02,1379.96,1.08E+05,1.04E+02,2.26E-01,2.19E-01,2.52E-02,5.30E-01,4.92E+01,4.58E+01,3.65E+01,8.25E+00,64.49557,2.04E+02,4.42E+02,1.24E+03,9.83E+00,7.76E+00,3.14E+01,6.77E+03
809,H2-0_PCI-41_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1480_WR-195,0,0,0,300,41,0,0,0,0,21,1480,195,5.8,7,0,0,0,2.15E+03,4.55E+02,1522.47,1.05E+05,1.04E+02,2.25E-01,2.21E-01,1.84E-02,5.36E-01,4.95E+01,4.59E+01,3.56E+01,5.71E+00,67.73242,1.98E+02,4.28E+02,1.21E+03,7.17E+00,5.93E+00,2.53E+01,6.57E+03
810,H2-0_PCI-20_WPI-0_NG-30_O2-21_NGT-300_H2T-0_HBT-1480_WR-230,0,0,30,300,20,0,0,0,0,21,1480,230,5.8,7,0,0,0,2.33E+03,4.32E+02,1419.43,1.43E+05,1.04E+02,2.17E-01,2.24E-01,3.15E-02,5.27E-01,5.07E+01,4.73E+01,3.72E+01,1.03E+01,57.869246,2.51E+02,5.42E+02,1.56E+03,1.18E+01,9.48E+00,3.60E+01,8.32E+03
811,H2-0_PCI-175_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1480_WR-230,0,0,0,300,175,0,0,0,0,24,1480,230,5.8,7,0,0,0,2.14E+03,3.75E+02,1453.56,1.73E+05,1.05E+02,2.38E-01,2.40E-01,3.31E-02,4.90E-01,5.02E+01,4.88E+01,3.51E+01,1.03E+01,56.596549,2.80E+02,6.05E+02,1.76E+03,1.27E+01,9.36E+00,3.80E+01,9.28E+03
812,H2-0_PCI-0_WPI-0_NG-100_O2-21_NGT-300_H2T-0_HBT-1600_WR-160,0,0,100,300,0,0,0,0,0,21,1600,160,5.8,7,0,0,0,1.98E+03,3.54E+02,1266.42,8.80E+04,1.05E+02,1.86E-01,2.03E-01,9.84E-02,5.13E-01,5.21E+01,4.38E+01,1.61E+01,1.88E+01,33.165,1.63E+02,3.53E+02,9.59E+02,3.94E+01,1.70E+01,5.77E+01,5.41E+03
813,H2-0_PCI-0_WPI-0_NG-80_O2-24_NGT-300_H2T-0_HBT-1600_WR-195,0,0,80,300,0,0,0,0,0,24,1600,195,5.8,7,0,0,0,2.26E+03,4.24E+02,1871.17,9.74E+04,1.05E+02,2.13E-01,2.25E-01,6.82E-02,4.94E-01,5.14E+01,4.43E+01,2.27E+01,1.44E+01,40.84971,2.06E+02,4.45E+02,1.24E+03,2.59E+01,1.33E+01,4.58E+01,6.83E+03
814,H2-0_PCI-80_WPI-0_NG-20_O2-21_NGT-300_H2T-0_HBT-1480_WR-230,0,0,20,300,80,0,0,0,0,21,1480,230,5.8,7,0,0,0,2.36E+03,3.97E+02,1300.53,1.56E+05,1.06E+02,2.17E-01,2.28E-01,3.30E-02,5.22E-01,5.12E+01,4.85E+01,3.67E+01,1.10E+01,58.278424,2.61E+02,5.64E+02,1.63E+03,1.27E+01,9.85E+00,3.81E+01,8.64E+03
815,H2-0_PCI-0_WPI-0_NG-80_O2-21_NGT-300_H2T-0_HBT-1200_WR-160,0,0,80,300,0,0,0,0,0,21,1200,160,5.8,7,0,0,0,1.84E+03,3.86E+02,858.92,9.40E+04,1.06E+02,1.87E-01,2.06E-01,8.28E-02,5.24E-01,5.23E+01,4.38E+01,1.61E+01,1.61E+01,36.68368,1.53E+02,3.31E+02,8.88E+02,3.45E+01,1.56E+01,5.24E+01,5.08E+03
816,H2-20_PCI-0_WPI-0_NG-90_O2-27_NGT-300_H2T-300_HBT-1480_WR-195,20,300,90,300,0,0,0,0,0,27,1480,195,5.8,7,0,0,0,2.05E+03,3.96E+02,1411.70,1.23E+05,1.06E+02,2.12E-01,2.22E-01,1.24E-01,4.42E-01,5.11E+01,4.53E+01,1.38E+01,1.64E+01,28.36628,2.36E+02,5.09E+02,1.40E+03,4.34E+01,1.87E+01,5.92E+01,7.80E+03
817,H2-0_PCI-0_WPI-0_NG-120_O2-27_NGT-300_H2T-0_HBT-1480_WR-195,0,0,120,300,0,0,0,0,0,27,1480,195,5.8,7,0,0,0,2.11E+03,4.01E+02,1693.66,1.12E+05,1.06E+02,2.23E-01,2.31E-01,9.30E-02,4.53E-01,5.09E+01,4.43E+01,1.82E+01,1.57E+01,34.14809,2.26E+02,4.88E+02,1.34E+03,3.41E+01,1.46E+01,5.19E+01,7.49E+03
818,H2-0_PCI-175_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1200_WR-230,0,0,0,300,175,0,0,0,0,24,1200,230,5.8,7,0,0,0,2.06E+03,3.75E+02,1064.95,1.71E+05,1.07E+02,2.38E-01,2.39E-01,3.32E-02,4.89E-01,5.01E+01,4.87E+01,3.55E+01,1.05E+01,56.369511,2.80E+02,6.05E+02,1.76E+03,1.29E+01,9.37E+00,3.82E+01,9.28E+03
819,H2-0_PCI-0_WPI-0_NG-60_O2-27_NGT-300_H2T-0_HBT-1200_WR-195,0,0,60,300,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.22E+03,4.86E+02,1840.26,9.50E+04,1.07E+02,2.39E-01,2.30E-01,5.54E-02,4.76E-01,4.91E+01,4.29E+01,2.44E+01,1.19E+01,36.53616,1.97E+02,4.26E+02,1.17E+03,2.00E+01,1.17E+01,3.76E+01,6.54E+03
820,H2-0_PCI-0_WPI-0_NG-100_O2-30_NGT-300_H2T-0_HBT-1200_WR-230,0,0,100,300,0,0,0,0,0,30,1200,230,5.8,7,0,0,0,2.23E+03,4.69E+02,2013.37,1.35E+05,1.07E+02,2.48E-01,2.40E-01,7.02E-02,4.42E-01,4.92E+01,4.38E+01,2.05E+01,1.20E+01,32.220491,2.55E+02,5.52E+02,1.58E+03,2.35E+01,1.34E+01,4.27E+01,8.47E+03
821,H2-0_PCI-10_WPI-0_NG-40_O2-21_NGT-300_H2T-0_HBT-1480_WR-230,0,0,40,300,10,0,0,0,0,21,1480,230,5.8,7,0,0,0,2.28E+03,4.32E+02,1388.65,1.46E+05,1.07E+02,2.19E-01,2.19E-01,3.60E-02,5.26E-01,5.01E+01,4.71E+01,3.51E+01,1.09E+01,58.397642,2.50E+02,5.41E+02,1.56E+03,1.33E+01,1.06E+01,3.90E+01,8.30E+03
822,H2-40_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-300_HBT-1480_WR-195,40,300,0,0,0,0,0,0,0,21,1480,195,5.8,7,0,0,0,1.98E+03,4.12E+02,1060.55,1.29E+05,1.07E+02,1.76E-01,1.97E-01,1.23E-01,5.05E-01,5.28E+01,4.58E+01,1.15E+01,1.76E+01,29.95334,2.09E+02,4.52E+02,1.23E+03,4.64E+01,2.11E+01,6.45E+01,6.93E+03
823,H2-0_PCI-41_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1600_WR-230,0,0,0,300,41,0,0,0,0,24,1600,230,5.8,7,0,0,0,2.34E+03,4.95E+02,2165.43,1.50E+05,1.07E+02,2.52E-01,2.24E-01,1.76E-02,5.06E-01,4.70E+01,4.47E+01,4.17E+01,5.45E+00,60.36133,2.37E+02,5.12E+02,1.46E+03,5.84E+00,5.29E+00,2.22E+01,7.85E+03
824,H2-0_PCI-0_WPI-0_NG-100_O2-27_NGT-300_H2T-0_HBT-1480_WR-230,0,0,100,300,0,0,0,0,0,27,1480,230,5.8,7,0,0,0,2.29E+03,4.40E+02,2016.26,1.37E+05,1.07E+02,2.32E-01,2.33E-01,6.98E-02,4.65E-01,5.02E+01,4.46E+01,2.46E+01,1.47E+01,34.60745,2.56E+02,5.54E+02,1.58E+03,2.45E+01,1.36E+01,4.58E+01,8.49E+03
825,H2-0_PCI-0_WPI-0_NG-41_O2-24_NGT-300_H2T-0_HBT-1480_WR-195,0,0,41,300,0,0,0,0,0,24,1480,195,5.8,7,0,0,0,2.36E+03,4.72E+02,1970.85,8.84E+04,1.08E+02,2.22E-01,2.32E-01,4.09E-02,5.06E-01,5.11E+01,4.52E+01,2.92E+01,1.12E+01,46.19866,1.98E+02,4.27E+02,1.14E+03,1.68E+01,9.74E+00,3.58E+01,6.56E+03
826,H2-0_PCI-0_WPI-0_NG-120_O2-30_NGT-300_H2T-0_HBT-1200_WR-230,0,0,120,300,0,0,0,0,0,30,1200,230,5.8,7,0,0,0,2.16E+03,4.48E+02,1901.51,1.35E+05,1.08E+02,2.44E-01,2.38E-01,8.14E-02,4.37E-01,4.94E+01,4.36E+01,2.01E+01,1.38E+01,28.086206,2.61E+02,5.63E+02,1.62E+03,2.69E+01,1.42E+01,4.65E+01,8.64E+03
827,H2-0_PCI-0_WPI-0_NG-80_O2-27_NGT-300_H2T-0_HBT-1200_WR-195,0,0,80,300,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.13E+03,4.59E+02,1758.39,9.71E+04,1.08E+02,2.30E-01,2.29E-01,6.92E-02,4.72E-01,4.98E+01,4.31E+01,2.03E+01,1.31E+01,32.74184,2.00E+02,4.33E+02,1.20E+03,2.50E+01,1.34E+01,4.26E+01,6.65E+03
828,H2-10_PCI-0_WPI-0_NG-100_O2-27_NGT-300_H2T-300_HBT-1480_WR-195,10,300,100,300,0,0,0,0,0,27,1480,195,5.8,7,0,0,0,2.10E+03,4.05E+02,1594.39,1.06E+05,1.08E+02,2.19E-01,2.25E-01,1.07E-01,4.48E-01,5.06E+01,4.42E+01,1.59E+01,1.58E+01,32.13875,2.28E+02,4.92E+02,1.35E+03,3.84E+01,1.65E+01,5.48E+01,7.54E+03
829,H2-0_PCI-0_WPI-0_NG-120_O2-27_NGT-300_H2T-0_HBT-1600_WR-230,0,0,120,300,0,0,0,0,0,27,1600,230,5.8,7,0,0,0,2.28E+03,4.19E+02,2016.26,1.42E+05,1.08E+02,2.28E-01,2.33E-01,8.08E-02,4.58E-01,5.05E+01,4.45E+01,2.33E+01,1.61E+01,33.312599,2.65E+02,5.73E+02,1.64E+03,2.78E+01,1.44E+01,4.91E+01,8.80E+03
830,H2-30_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-1200_HBT-1480_WR-195,30,1200,0,0,0,0,0,0,0,21,1480,195,5.8,7,0,0,0,2.32E+03,4.31E+02,1375.09,9.43E+04,1.08E+02,1.91E-01,2.05E-01,9.65E-02,5.07E-01,5.17E+01,4.56E+01,2.09E+01,2.05E+01,36.90293,2.11E+02,4.55E+02,1.23E+03,3.81E+01,1.78E+01,5.75E+01,6.98E+03
831,H2-0_PCI-30_WPI-0_NG-20_O2-21_NGT-300_H2T-0_HBT-1480_WR-230,0,0,20,300,30,0,0,0,0,21,1480,230,5.8,7,0,0,0,2.37E+03,4.37E+02,1458.67,1.42E+05,1.09E+02,2.20E-01,2.23E-01,2.72E-02,5.29E-01,5.04E+01,4.72E+01,3.90E+01,9.38E+00,58.882879,2.48E+02,5.36E+02,1.55E+03,1.02E+01,8.51E+00,3.36E+01,8.22E+03
832,H2-0_PCI-175_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1600_WR-195,0,0,0,300,175,0,0,0,0,21,1600,195,5.8,7,0,0,0,2.10E+03,3.33E+02,1121.29,1.34E+05,1.10E+02,2.23E-01,2.28E-01,3.83E-02,5.11E-01,5.05E+01,4.75E+01,3.15E+01,1.11E+01,65.500758,2.35E+02,5.07E+02,1.46E+03,1.52E+01,1.02E+01,4.19E+01,7.78E+03
833,H2-50_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-300_HBT-1480_WR-195,50,300,0,0,0,0,0,0,0,21,1480,195,5.8,7,0,0,0,1.96E+03,3.89E+02,821.41,1.14E+05,1.10E+02,1.69E-01,1.90E-01,1.45E-01,4.95E-01,5.30E+01,4.66E+01,1.03E+01,1.86E+01,21.71349,2.20E+02,4.75E+02,1.32E+03,5.22E+01,2.42E+01,6.90E+01,7.29E+03
834,H2-0_PCI-0_WPI-0_NG-41_O2-24_NGT-300_H2T-0_HBT-1600_WR-195,0,0,41,300,0,0,0,0,0,24,1600,195,5.8,7,0,0,0,2.48E+03,4.87E+02,2073.34,1.00E+05,1.11E+02,2.38E-01,2.18E-01,4.21E-02,5.02E-01,4.77E+01,4.32E+01,3.06E+01,1.10E+01,52.0465,1.94E+02,4.18E+02,1.15E+03,1.48E+01,1.03E+01,3.57E+01,6.42E+03
835,H2-0_PCI-41_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1200_WR-230,0,0,0,300,41,0,0,0,0,24,1200,230,5.8,7,0,0,0,2.14E+03,4.96E+02,1556.96,1.48E+05,1.11E+02,2.53E-01,2.22E-01,1.78E-02,5.07E-01,4.68E+01,4.44E+01,4.02E+01,5.38E+00,61.16957,2.35E+02,5.08E+02,1.44E+03,5.92E+00,5.40E+00,2.25E+01,7.78E+03
836,H2-0_PCI-125_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1480_WR-230,0,0,0,300,125,0,0,0,0,21,1480,230,5.8,7,0,0,0,2.09E+03,3.84E+02,1291.92,1.60E+05,1.11E+02,2.20E-01,2.30E-01,2.73E-02,5.23E-01,5.11E+01,4.93E+01,3.89E+01,9.97E+00,59.403147,2.63E+02,5.68E+02,1.65E+03,1.10E+01,8.56E+00,3.60E+01,8.72E+03
