Index,Case_Name,i_h2i_rate,i_h2_temp,i_ngi_rate,i_ng_temp,i_pci_rate,i_wpi_rate,i_sgi_rate,i_sgi_COH2ratio,i_sgi_ReProRatio,i_o2_volfract,i_hbtemp,i_wind_rt,i_blastH2O,i_BdnH2O,o_tuy_velo,o_tuy_temp,o_burn,o_fta,o_coke_rt,o_hmt,o_delp,o_tgt,o_co_vf,o_co2_vf,o_h2_vf,o_n2_vf,o_co_util,o_h2_util,o_co2_sollos,o_h2o_sollos,o_feo_sollos,o_hm_rt,o_mw_rt,o_wf_rt,o_hm_h2share,o_mw_h2share,o_wf_h2share,o_prod_rt
304,H2-50_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-600_HBT-1200_WR-195,50,600,0,0,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.22E+03,4.11E+02,497.69,8.22E+04,5.02E+01,2.32E-01,2.23E-01,1.26E-01,4.19E-01,4.90E+01,5.03E+01,1.67E+01,1.94E+01,42.3457,2.91E+02,6.29E+02,1.78E+03,3.50E+01,2.84E+01,6.07E+01,9.65E+03
305,H2-0_PCI-10_WPI-0_NG-40_O2-30_NGT-300_H2T-0_HBT-1480_WR-195,0,0,40,300,10,0,0,0,0,30,1480,195,5.8,7,0,0,0,2.70E+03,4.81E+02,2057.80,7.18E+04,5.02E+01,2.64E-01,2.59E-01,3.59E-02,4.40E-01,4.95E+01,5.08E+01,3.08E+01,9.02E+00,47.154,2.40E+02,5.17E+02,1.49E+03,1.22E+01,1.05E+01,3.44E+01,7.95E+03
306,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1600_WR-195,20,1200,0,0,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.74E+03,4.72E+02,1857.98,6.82E+04,5.03E+01,2.45E-01,2.39E-01,6.01E-02,4.56E-01,4.94E+01,5.06E+01,2.53E+01,1.33E+01,49.29203,2.42E+02,5.24E+02,1.49E+03,1.97E+01,1.67E+01,4.62E+01,8.05E+03
307,H2-40_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1200_WR-195,40,1200,0,0,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.39E+03,4.25E+02,932.93,7.75E+04,5.03E+01,2.35E-01,2.29E-01,1.04E-01,4.33E-01,4.94E+01,5.11E+01,2.07E+01,1.95E+01,38.754096,2.76E+02,5.97E+02,1.72E+03,3.08E+01,2.51E+01,5.79E+01,9.15E+03
308,H2-10_PCI-0_WPI-0_NG-60_O2-27_NGT-300_H2T-0_HBT-1200_WR-195,10,0,60,300,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.18E+03,4.19E+02,935.63,7.65E+04,5.03E+01,2.39E-01,2.44E-01,7.00E-02,4.47E-01,5.05E+01,5.11E+01,2.32E+01,1.40E+01,50.016986,2.60E+02,5.62E+02,1.61E+03,2.24E+01,1.82E+01,4.92E+01,8.64E+03
309,H2-40_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1600_WR-195,40,1200,0,0,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.69E+03,4.25E+02,1390.44,7.72E+04,5.03E+01,2.35E-01,2.29E-01,1.04E-01,4.32E-01,4.94E+01,5.12E+01,2.10E+01,1.98E+01,38.890969,2.77E+02,5.98E+02,1.71E+03,3.08E+01,2.51E+01,5.80E+01,9.16E+03
310,H2-0_PCI-200_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,0,0,0,300,200,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.21E+03,3.23E+02,1121.73,6.96E+04,5.03E+01,2.42E-01,2.68E-01,4.29E-02,4.47E-01,5.26E+01,5.18E+01,2.78E+01,1.06E+01,58.52942,2.27E+02,4.90E+02,1.39E+03,1.57E+01,1.12E+01,4.07E+01,7.52E+03
311,H2-40_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1200_WR-195,40,300,0,0,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.09E+03,4.28E+02,600.48,7.76E+04,5.04E+01,2.36E-01,2.29E-01,1.04E-01,4.30E-01,4.92E+01,5.03E+01,2.08E+01,1.79E+01,43.12613,2.77E+02,5.98E+02,1.70E+03,2.98E+01,2.52E+01,5.56E+01,9.17E+03
312,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-600_HBT-1200_WR-195,20,600,0,0,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.31E+03,4.72E+02,1217.37,6.84E+04,5.06E+01,2.45E-01,2.40E-01,6.05E-02,4.55E-01,4.95E+01,5.01E+01,2.51E+01,1.26E+01,49.9095,2.42E+02,5.24E+02,1.49E+03,1.93E+01,1.66E+01,4.53E+01,8.06E+03
313,H2-0_PCI-175_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1600_WR-160,0,0,0,300,175,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.26E+03,3.46E+02,1378.44,7.01E+04,5.06E+01,2.45E-01,2.64E-01,4.02E-02,4.51E-01,5.19E+01,5.03E+01,2.79E+01,9.67E+00,59.87903,2.18E+02,4.72E+02,1.33E+03,1.47E+01,1.04E+01,3.84E+01,7.22E+03
314,H2-0_PCI-0_WPI-0_NG-60_O2-30_NGT-300_H2T-0_HBT-1600_WR-195,0,0,60,300,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.65E+03,4.68E+02,2156.69,7.41E+04,5.06E+01,2.58E-01,2.58E-01,4.72E-02,4.37E-01,5.00E+01,4.96E+01,2.58E+01,9.67E+00,47.010205,2.42E+02,5.22E+02,1.50E+03,1.56E+01,1.23E+01,3.89E+01,8.02E+03
315,H2-20_PCI-0_WPI-0_NG-90_O2-27_NGT-300_H2T-300_HBT-1600_WR-195,20,300,90,300,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.29E+03,3.74E+02,899.78,9.28E+04,5.08E+01,2.34E-01,2.35E-01,1.07E-01,4.24E-01,5.01E+01,5.11E+01,2.02E+01,1.97E+01,44.35088,2.92E+02,6.30E+02,1.78E+03,3.18E+01,2.47E+01,5.80E+01,9.67E+03
316,H2-0_PCI-80_WPI-0_NG-20_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,0,0,20,300,80,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.62E+03,4.17E+02,1440.49,6.24E+04,5.09E+01,2.55E-01,2.47E-01,4.10E-02,4.56E-01,4.92E+01,4.74E+01,2.93E+01,9.65E+00,59.37868,1.98E+02,4.28E+02,1.19E+03,1.40E+01,1.06E+01,3.64E+01,6.56E+03
317,H2-10_PCI-0_WPI-0_NG-60_O2-30_NGT-300_H2T-300_HBT-1200_WR-195,10,300,60,300,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.31E+03,4.54E+02,1209.17,8.31E+04,5.09E+01,2.68E-01,2.39E-01,7.37E-02,4.19E-01,4.71E+01,4.75E+01,2.25E+01,1.27E+01,52.33683,2.57E+02,5.55E+02,1.58E+03,2.17E+01,1.74E+01,4.81E+01,8.53E+03
318,H2-0_PCI-70_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1600_WR-160,0,0,0,300,70,0,0,0,0,30,1600,160,5.8,7,0,0,0,2.51E+03,4.94E+02,2206.68,5.73E+04,5.09E+01,2.89E-01,2.47E-01,2.46E-02,4.40E-01,4.61E+01,4.45E+01,2.84E+01,4.93E+00,65.97951,1.84E+02,3.98E+02,1.10E+03,7.79E+00,6.35E+00,2.42E+01,6.11E+03
319,H2-10_PCI-0_WPI-0_NG-80_O2-27_NGT-300_H2T-0_HBT-1200_WR-195,10,0,80,300,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.15E+03,3.95E+02,785.64,8.00E+04,5.09E+01,2.36E-01,2.43E-01,8.01E-02,4.41E-01,5.07E+01,5.16E+01,2.23E+01,1.56E+01,46.965522,2.72E+02,5.87E+02,1.70E+03,2.55E+01,2.01E+01,5.29E+01,9.01E+03
320,H2-10_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1600_WR-195,10,300,0,0,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.72E+03,5.00E+02,2090.22,7.11E+04,5.10E+01,2.46E-01,2.48E-01,3.66E-02,4.69E-01,5.02E+01,4.93E+01,2.93E+01,8.98E+00,52.81793,2.25E+02,4.86E+02,1.37E+03,1.29E+01,1.05E+01,3.48E+01,7.46E+03
321,H2-10_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1200_WR-195,10,1200,0,0,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.47E+03,4.96E+02,1608.29,6.93E+04,5.10E+01,2.45E-01,2.50E-01,3.61E-02,4.70E-01,5.05E+01,5.00E+01,2.94E+01,8.94E+00,51.598289,2.27E+02,4.90E+02,1.40E+03,1.28E+01,1.06E+01,3.53E+01,7.52E+03
322,H2-0_PCI-150_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1600_WR-160,0,0,0,300,150,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.27E+03,3.68E+02,1501.46,6.69E+04,5.10E+01,2.47E-01,2.62E-01,3.67E-02,4.55E-01,5.15E+01,4.96E+01,2.74E+01,8.59E+00,61.19166,2.10E+02,4.54E+02,1.28E+03,1.35E+01,9.62E+00,3.60E+01,6.97E+03
323,H2-0_PCI-90_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1200_WR-160,0,0,0,300,90,0,0,0,0,30,1200,160,5.8,7,0,0,0,2.28E+03,4.65E+02,1559.81,6.10E+04,5.10E+01,2.81E-01,2.53E-01,2.82E-02,4.38E-01,4.74E+01,4.55E+01,2.60E+01,5.41E+00,64.7969,1.91E+02,4.12E+02,1.15E+03,9.28E+00,7.10E+00,2.69E+01,6.32E+03
324,H2-30_PCI-0_WPI-0_NG-60_O2-27_NGT-300_H2T-300_HBT-1600_WR-195,30,300,60,300,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.27E+03,3.84E+02,876.64,8.39E+04,5.11E+01,2.32E-01,2.32E-01,1.13E-01,4.24E-01,5.00E+01,5.12E+01,1.75E+01,1.79E+01,45.68529,2.92E+02,6.31E+02,1.80E+03,3.29E+01,2.61E+01,5.86E+01,9.69E+03
325,H2-0_PCI-41_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1600_WR-160,0,0,0,300,41,0,0,0,0,30,1600,160,5.8,7,0,0,0,2.54E+03,5.35E+02,2392.05,5.46E+04,5.12E+01,2.96E-01,2.40E-01,1.98E-02,4.44E-01,4.48E+01,4.25E+01,2.88E+01,3.85E+00,68.05839,1.75E+02,3.78E+02,1.03E+03,6.08E+00,5.00E+00,1.97E+01,5.80E+03
326,H2-30_PCI-0_WPI-0_NG-80_O2-27_NGT-300_H2T-300_HBT-1480_WR-160,30,300,80,300,0,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.15E+03,3.60E+02,266.26,5.65E+04,5.13E+01,2.41E-01,2.06E-01,1.60E-01,3.93E-01,4.61E+01,4.32E+01,1.71E+00,2.84E+00,83.0269944,2.56E+02,5.55E+02,1.67E+03,4.01E+01,3.27E+01,5.95E+01,8.51E+03
327,H2-0_PCI-20_WPI-0_NG-80_O2-27_NGT-300_H2T-0_HBT-1480_WR-195,0,0,80,300,20,0,0,0,0,27,1480,195,5.8,7,0,0,0,2.36E+03,3.99E+02,1346.02,7.98E+04,5.13E+01,2.39E-01,2.52E-01,5.93E-02,4.50E-01,5.13E+01,5.18E+01,2.70E+01,1.40E+01,47.675139,2.61E+02,5.64E+02,1.64E+03,2.02E+01,1.57E+01,4.71E+01,8.67E+03
328,H2-0_PCI-0_WPI-0_NG-80_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,80,300,0,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.35E+03,4.40E+02,1782.11,5.59E+04,5.14E+01,2.44E-01,2.55E-01,6.99E-02,4.31E-01,5.11E+01,4.87E+01,2.16E+01,1.24E+01,38.37155,1.96E+02,4.23E+02,1.15E+03,2.32E+01,1.51E+01,4.57E+01,6.48E+03
329,H2-0_PCI-70_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1200_WR-160,0,0,0,300,70,0,0,0,0,30,1200,160,5.8,7,0,0,0,2.32E+03,4.93E+02,1634.30,5.80E+04,5.14E+01,2.88E-01,2.47E-01,2.50E-02,4.40E-01,4.62E+01,4.39E+01,2.85E+01,4.97E+00,65.66386,1.84E+02,3.99E+02,1.10E+03,7.74E+00,6.28E+00,2.37E+01,6.12E+03
330,H2-30_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1200_WR-195,30,300,0,0,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.15E+03,4.52E+02,845.55,7.40E+04,5.14E+01,2.42E-01,2.34E-01,8.37E-02,4.41E-01,4.92E+01,4.97E+01,2.25E+01,1.55E+01,48.71567,2.59E+02,5.59E+02,1.56E+03,2.50E+01,2.11E+01,5.08E+01,8.57E+03
331,H2-50_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1200_WR-195,50,1200,0,0,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.38E+03,4.10E+02,741.54,7.63E+04,5.15E+01,2.33E-01,2.22E-01,1.26E-01,4.19E-01,4.87E+01,5.00E+01,9.14E+00,1.06E+01,58.463782,2.91E+02,6.31E+02,1.81E+03,3.57E+01,2.86E+01,6.20E+01,9.65E+03
332,H2-30_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1600_WR-195,30,300,0,0,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.43E+03,4.54E+02,1346.97,7.58E+04,5.15E+01,2.43E-01,2.32E-01,8.44E-02,4.40E-01,4.88E+01,4.93E+01,2.27E+01,1.59E+01,48.71426,2.57E+02,5.56E+02,1.55E+03,2.53E+01,2.11E+01,5.17E+01,8.53E+03
333,H2-10_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-600_HBT-1600_WR-195,10,600,0,0,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.89E+03,5.44E+02,2438.45,8.01E+04,5.16E+01,2.85E-01,2.36E-01,3.87E-02,4.40E-01,4.52E+01,4.54E+01,2.99E+01,8.69E+00,53.791003,2.21E+02,4.77E+02,1.36E+03,1.23E+01,9.84E+00,3.41E+01,7.33E+03
334,H2-10_PCI-0_WPI-0_NG-60_O2-27_NGT-300_H2T-0_HBT-1600_WR-195,10,0,60,300,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.46E+03,4.25E+02,1449.21,8.22E+04,5.16E+01,2.44E-01,2.38E-01,7.24E-02,4.46E-01,4.93E+01,4.92E+01,2.27E+01,1.38E+01,52.76164,2.56E+02,5.52E+02,1.57E+03,2.32E+01,1.78E+01,5.01E+01,8.48E+03
335,H2-0_PCI-90_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1480_WR-195,0,0,0,300,90,0,0,0,0,30,1480,195,5.8,7,0,0,0,2.42E+03,4.57E+02,2117.83,8.03E+04,5.16E+01,2.61E-01,2.74E-01,2.31E-02,4.43E-01,5.12E+01,5.05E+01,3.14E+01,5.68E+00,52.868705,2.42E+02,5.23E+02,1.51E+03,8.03E+00,6.72E+00,2.56E+01,8.05E+03
336,H2-20_PCI-0_WPI-0_NG-70_O2-27_NGT-300_H2T-300_HBT-1600_WR-195,20,300,70,300,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.32E+03,3.96E+02,1057.30,8.75E+04,5.16E+01,2.39E-01,2.33E-01,9.91E-02,4.30E-01,4.94E+01,4.99E+01,2.01E+01,1.74E+01,48.56342,2.79E+02,6.02E+02,1.70E+03,2.97E+01,2.31E+01,5.68E+01,9.23E+03
337,H2-50_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-600_HBT-1200_WR-195,50,600,0,0,0,0,0,0,0,24,1200,195,5.8,7,0,0,0,2.10E+03,3.89E+02,244.60,8.59E+04,5.17E+01,2.14E-01,2.16E-01,1.26E-01,4.43E-01,5.02E+01,5.07E+01,1.80E+01,2.27E+01,41.22485,2.87E+02,6.20E+02,1.75E+03,3.72E+01,2.87E+01,6.28E+01,9.53E+03
338,H2-0_PCI-41_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1480_WR-195,0,0,0,300,41,0,0,0,0,30,1480,195,5.8,7,0,0,0,2.49E+03,5.09E+02,2369.63,7.37E+04,5.18E+01,2.65E-01,2.69E-01,1.65E-02,4.49E-01,5.04E+01,4.89E+01,3.33E+01,4.06E+00,53.64754,2.27E+02,4.90E+02,1.39E+03,5.58E+00,4.97E+00,1.87E+01,7.52E+03
339,H2-30_PCI-0_WPI-0_NG-80_O2-27_NGT-300_H2T-300_HBT-1600_WR-195,30,300,80,300,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.25E+03,3.68E+02,732.54,9.17E+04,5.19E+01,2.30E-01,2.31E-01,1.23E-01,4.16E-01,5.00E+01,5.09E+01,1.75E+01,1.95E+01,44.72926,3.02E+02,6.53E+02,1.85E+03,3.50E+01,2.72E+01,6.03E+01,1.00E+04
340,H2-0_PCI-70_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1480_WR-195,0,0,0,300,70,0,0,0,0,30,1480,195,5.8,7,0,0,0,2.48E+03,4.78E+02,2207.30,7.56E+04,5.19E+01,2.64E-01,2.71E-01,2.04E-02,4.45E-01,5.06E+01,5.00E+01,3.38E+01,5.31E+00,52.042507,2.36E+02,5.10E+02,1.46E+03,6.91E+00,6.09E+00,2.29E+01,7.83E+03
341,H2-30_PCI-0_WPI-0_NG-60_O2-27_NGT-300_H2T-300_HBT-1200_WR-195,30,300,60,300,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.04E+03,3.87E+02,442.16,8.82E+04,5.21E+01,2.34E-01,2.30E-01,1.14E-01,4.22E-01,4.95E+01,5.01E+01,1.81E+01,1.84E+01,45.85896,2.89E+02,6.25E+02,1.78E+03,3.29E+01,2.58E+01,5.91E+01,9.61E+03
342,H2-50_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-600_HBT-1600_WR-195,50,600,0,0,0,0,0,0,0,24,1600,195,5.8,7,0,0,0,2.37E+03,3.87E+02,698.79,8.12E+04,5.21E+01,2.13E-01,2.17E-01,1.26E-01,4.45E-01,5.05E+01,5.13E+01,1.85E+01,2.35E+01,38.657725,2.88E+02,6.22E+02,1.78E+03,3.72E+01,2.87E+01,6.33E+01,9.55E+03
343,H2-0_PCI-40_WPI-0_NG-160_O2-30_NGT-300_H2T-0_HBT-1480_WR-195,0,0,160,300,40,0,0,0,0,30,1480,195,5.8,7,0,0,0,2.14E+03,3.38E+02,899.49,8.99E+04,5.22E+01,2.51E-01,2.50E-01,1.02E-01,3.97E-01,4.99E+01,5.12E+01,1.71E+01,1.49E+01,51.500285,3.12E+02,6.74E+02,1.94E+03,2.97E+01,2.32E+01,5.70E+01,1.03E+04
344,H2-0_PCI-30_WPI-0_NG-20_O2-30_NGT-300_H2T-0_HBT-1480_WR-195,0,0,20,300,30,0,0,0,0,30,1480,195,5.8,7,0,0,0,2.82E+03,4.90E+02,2221.08,7.47E+04,5.22E+01,2.64E-01,2.64E-01,2.72E-02,4.45E-01,5.00E+01,4.99E+01,3.00E+01,6.68E+00,50.901613,2.33E+02,5.03E+02,1.44E+03,9.66E+00,8.01E+00,2.86E+01,7.72E+03
345,H2-50_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1200_WR-195,50,300,0,0,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.06E+03,4.10E+02,387.76,8.12E+04,5.22E+01,2.32E-01,2.23E-01,1.26E-01,4.19E-01,4.90E+01,4.98E+01,1.70E+01,1.90E+01,42.41635,2.91E+02,6.29E+02,1.80E+03,3.46E+01,2.85E+01,6.01E+01,9.66E+03
346,H2-50_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-1200_HBT-1600_WR-195,50,1200,0,0,0,0,0,0,0,24,1600,195,5.8,7,0,0,0,2.55E+03,3.90E+02,934.57,8.16E+04,5.23E+01,2.13E-01,2.17E-01,1.26E-01,4.44E-01,5.04E+01,5.12E+01,1.57E+01,2.01E+01,46.45498,2.87E+02,6.21E+02,1.75E+03,3.78E+01,2.84E+01,6.32E+01,9.52E+03
347,H2-50_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-1200_HBT-1200_WR-195,50,1200,0,0,0,0,0,0,0,24,1200,195,5.8,7,0,0,0,2.24E+03,3.90E+02,489.77,8.42E+04,5.23E+01,2.14E-01,2.16E-01,1.27E-01,4.43E-01,5.03E+01,5.09E+01,1.67E+01,2.15E+01,43.88007,2.87E+02,6.21E+02,1.75E+03,3.78E+01,2.85E+01,6.34E+01,9.52E+03
348,H2-0_PCI-90_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1200_WR-160,0,0,0,300,90,0,0,0,0,27,1200,160,5.8,7,0,0,0,2.19E+03,4.36E+02,1266.31,6.24E+04,5.24E+01,2.58E-01,2.49E-01,2.82E-02,4.64E-01,4.91E+01,4.60E+01,2.99E+01,6.66E+00,62.83561,1.89E+02,4.09E+02,1.14E+03,9.87E+00,7.42E+00,2.84E+01,6.29E+03
349,H2-0_PCI-0_WPI-0_NG-41_O2-30_NGT-300_H2T-0_HBT-1480_WR-195,0,0,41,300,0,0,0,0,0,30,1480,195,5.8,7,0,0,0,2.65E+03,4.94E+02,2165.47,7.15E+04,5.24E+01,2.62E-01,2.58E-01,3.61E-02,4.44E-01,4.97E+01,4.97E+01,2.77E+01,8.31E+00,47.366385,2.31E+02,5.00E+02,1.43E+03,1.26E+01,1.00E+01,3.43E+01,7.67E+03
350,H2-10_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-300_HBT-1200_WR-160,10,300,0,0,0,0,0,0,0,21,1200,160,5.8,7,0,0,0,2.08E+03,4.57E+02,633.19,4.97E+04,5.24E+01,2.17E-01,2.21E-01,4.48E-02,5.18E-01,5.04E+01,4.72E+01,2.69E+01,1.11E+01,66.55628,1.75E+02,3.77E+02,1.03E+03,1.67E+01,1.24E+01,4.11E+01,5.80E+03
351,H2-10_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1600_WR-195,10,1200,0,0,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.79E+03,4.99E+02,2179.30,7.33E+04,5.25E+01,2.46E-01,2.48E-01,3.67E-02,4.70E-01,5.02E+01,4.91E+01,2.97E+01,9.21E+00,51.598329,2.26E+02,4.87E+02,1.39E+03,1.31E+01,1.04E+01,3.51E+01,7.47E+03
352,H2-30_PCI-0_WPI-0_NG-40_O2-24_NGT-300_H2T-300_HBT-1600_WR-195,30,300,40,300,0,0,0,0,0,24,1600,195,5.8,7,0,0,0,2.18E+03,3.84E+02,763.64,8.68E+04,5.25E+01,2.17E-01,2.26E-01,1.04E-01,4.53E-01,5.11E+01,5.10E+01,1.95E+01,1.91E+01,48.59779,2.77E+02,5.99E+02,1.69E+03,3.26E+01,2.44E+01,5.89E+01,9.18E+03
353,H2-0_PCI-0_WPI-0_NG-41_O2-30_NGT-300_H2T-0_HBT-1200_WR-160,0,0,41,300,0,0,0,0,0,30,1200,160,5.8,7,0,0,0,2.40E+03,5.05E+02,1872.12,4.79E+04,5.26E+01,2.56E-01,2.55E-01,4.34E-02,4.46E-01,4.99E+01,4.68E+01,2.39E+01,8.43E+00,43.03696,1.76E+02,3.80E+02,1.03E+03,1.51E+01,1.08E+01,3.40E+01,5.84E+03
354,H2-0_PCI-40_WPI-0_NG-60_O2-27_NGT-300_H2T-0_HBT-1480_WR-195,0,0,60,300,40,0,0,0,0,27,1480,195,5.8,7,0,0,0,2.45E+03,4.06E+02,1460.18,8.19E+04,5.26E+01,2.39E-01,2.55E-01,5.13E-02,4.55E-01,5.15E+01,5.12E+01,2.89E+01,1.28E+01,48.139098,2.56E+02,5.53E+02,1.60E+03,1.78E+01,1.37E+01,4.38E+01,8.48E+03
355,H2-0_PCI-90_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1600_WR-195,0,0,0,300,90,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.46E+03,4.59E+02,2286.25,8.45E+04,5.26E+01,2.59E-01,2.75E-01,2.31E-02,4.43E-01,5.15E+01,5.03E+01,3.09E+01,5.54E+00,53.959004,2.41E+02,5.21E+02,1.49E+03,8.16E+00,6.68E+00,2.51E+01,8.00E+03
356,H2-0_PCI-125_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1600_WR-160,0,0,0,300,125,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.30E+03,3.99E+02,1648.07,6.85E+04,5.27E+01,2.57E-01,2.51E-01,3.41E-02,4.58E-01,4.95E+01,4.70E+01,3.26E+01,9.21E+00,57.65122,1.99E+02,4.29E+02,1.22E+03,1.22E+01,8.62E+00,3.33E+01,6.59E+03
357,H2-10_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-600_HBT-1200_WR-195,10,600,0,0,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.56E+03,5.44E+02,1866.92,8.05E+04,5.27E+01,2.83E-01,2.37E-01,3.87E-02,4.41E-01,4.56E+01,4.53E+01,2.73E+01,7.90E+00,56.59084,2.21E+02,4.77E+02,1.36E+03,1.23E+01,9.79E+00,3.37E+01,7.32E+03
358,H2-0_PCI-125_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1200_WR-195,0,0,0,300,125,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.25E+03,4.26E+02,1640.08,8.83E+04,5.28E+01,2.59E-01,2.73E-01,2.80E-02,4.39E-01,5.13E+01,5.10E+01,3.05E+01,6.98E+00,51.216508,2.51E+02,5.43E+02,1.58E+03,1.00E+01,7.89E+00,3.03E+01,8.34E+03
359,H2-0_PCI-200_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1200_WR-160,0,0,0,300,200,0,0,0,0,27,1200,160,5.8,7,0,0,0,2.12E+03,3.24E+02,804.00,7.32E+04,5.28E+01,2.43E-01,2.66E-01,4.38E-02,4.47E-01,5.23E+01,5.08E+01,2.76E+01,1.06E+01,58.38265,2.26E+02,4.87E+02,1.38E+03,1.62E+01,1.09E+01,4.08E+01,7.49E+03
360,H2-20_PCI-0_WPI-0_NG-70_O2-24_NGT-300_H2T-0_HBT-1600_WR-195,20,0,70,300,0,0,0,0,0,24,1600,195,5.8,7,0,0,0,2.20E+03,3.71E+02,799.82,8.59E+04,5.28E+01,2.18E-01,2.29E-01,9.83E-02,4.55E-01,5.13E+01,5.10E+01,2.13E+01,1.98E+01,47.36064,2.77E+02,5.99E+02,1.69E+03,3.14E+01,2.33E+01,5.86E+01,9.17E+03
361,H2-30_PCI-0_WPI-0_NG-60_O2-30_NGT-300_H2T-300_HBT-1600_WR-195,30,300,60,300,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.39E+03,4.04E+02,1144.14,8.19E+04,5.29E+01,2.49E-01,2.37E-01,1.15E-01,4.00E-01,4.88E+01,4.95E+01,1.18E+01,1.05E+01,54.748093,2.96E+02,6.41E+02,1.86E+03,3.15E+01,2.55E+01,5.75E+01,9.81E+03
